order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000002873,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=6
O000002879,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=6
O000002889,15,High,Device reused across users,Hold for manual review,discount_pct=0.09; payment_failures=0; device_reuse=14; total_qty=1
O000000876,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000832,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=15; total_qty=1
O000003083,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000854,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000003053,15,High,Order value anomaly,Hold for manual review,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=10
O000003055,15,High,Device reused across users,Hold for manual review,discount_pct=0.01; payment_failures=0; device_reuse=15; total_qty=9
O000003044,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=3
O000003037,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002987,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002956,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=11
O000002941,15,High,Order value anomaly,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=7
O000002948,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003250,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000788,15,High,Device reused across users,Hold for manual review,discount_pct=0.25; payment_failures=0; device_reuse=14; total_qty=3
O000000781,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000798,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000003187,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000000794,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000003138,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004129,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004132,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003146,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=4
O000000870,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001507,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=3
O000001380,15,High,Order value anomaly,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=10
O000001400,15,High,Device reused across users,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=10; total_qty=5
O000002250,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001408,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001424,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=12
O000001403,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000004460,15,High,High discount usage,Hold for manual review,discount_pct=0.36; payment_failures=0; device_reuse=1; total_qty=3
O000002228,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=7
O000002194,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001419,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000879,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=11
O000003327,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000718,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=11; total_qty=10
O000003325,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003339,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000003336,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003349,15,High,Device reused across users,Hold for manual review,discount_pct=0.14; payment_failures=0; device_reuse=10; total_qty=3
O000003352,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=11; total_qty=2
O000003306,15,High,Order value anomaly,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=9
O000000756,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000000739,15,High,Device reused across users,Hold for manual review,discount_pct=0.05; payment_failures=0; device_reuse=10; total_qty=9
O000003280,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004103,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=10
O000003499,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=11
O000003459,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000000672,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000649,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003443,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003442,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=15; total_qty=8
O000003421,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000698,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000001895,15,High,Device reused across users,Hold for manual review,discount_pct=0.07; payment_failures=0; device_reuse=14; total_qty=8
O000002166,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001428,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002143,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000002136,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002123,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=11
O000002108,15,High,High discount usage,Hold for manual review,discount_pct=0.33; payment_failures=0; device_reuse=1; total_qty=1
O000001459,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=15; total_qty=9
O000002067,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000090,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=1
O000004484,15,High,High discount usage,Hold for manual review,discount_pct=0.38; payment_failures=0; device_reuse=1; total_qty=1
O000002075,15,High,Order value anomaly,Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=10
O000001478,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=12
O000003606,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003583,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000585,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=12
O000003578,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=6
O000003572,15,High,Device reused across users,Hold for manual review,discount_pct=0.17; payment_failures=0; device_reuse=14; total_qty=2
O000000617,15,High,Order value anomaly,Hold for manual review,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=8
O000003534,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003512,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=14; total_qty=6
O000000290,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004074,15,High,Device reused across users,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=10; total_qty=7
O000004063,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=11
O000003505,15,High,Device reused across users,Hold for manual review,discount_pct=0.09; payment_failures=0; device_reuse=10; total_qty=7
O000003677,15,High,Device reused across users,Hold for manual review,discount_pct=0.11; payment_failures=0; device_reuse=15; total_qty=5
O000003689,15,High,"Late night order, Unusual quantity",Hold for manual review,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=22
O000003648,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000527,15,High,Device reused across users,Hold for manual review,discount_pct=0.09; payment_failures=0; device_reuse=14; total_qty=5
O000000536,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000003649,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003662,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003645,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004025,15,High,Device reused across users,Hold for manual review,discount_pct=0.04; payment_failures=0; device_reuse=15; total_qty=5
O000004052,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000339,15,High,Device reused across users,Hold for manual review,discount_pct=0.05; payment_failures=0; device_reuse=15; total_qty=7
O000000561,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000554,15,High,Order value anomaly,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001994,15,High,"Late night order, Multiple coupon usage",Hold for manual review,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=2
